card_name,nf_qty,f_qty,is_bulk
seeker,NA,NA,TRUE
seeker of insight,NA,NA,TRUE
seer's lantern,5,NA,NA
seer's sundial,1,NA,NA
seething song,1,NA,NA
segmented krotiq,NA,NA,TRUE
segovian leviathan,NA,NA,TRUE
seismic elemental,NA,NA,TRUE
seismic rupture,1,NA,NA
seismic spike,1,NA,NA
seismic stomp,NA,NA,TRUE
"seizan, perverter of truth",1,NA,NA
sejiri refuge,1,NA,NA
sejiri steppe,2,NA,NA
select for inspection,1,NA,NA
selesnya charm,3,NA,NA
selesnya cluestone,5,NA,NA
selesnya evangel,2,NA,NA
selesnya guildgate,14,NA,NA
selesnya keyrune,2,NA,NA
selesnya sagittars,NA,NA,TRUE
selesnya sanctuary,2,NA,NA
selesnya sentry,NA,NA,TRUE
selesnya signet,2,NA,NA
self-inflicted wound,NA,NA,TRUE
selfless cathar,NA,NA,TRUE
selhoff occultist,1,NA,NA
seller of songbirds,NA,NA,TRUE
"selvala, explorer returned",1,NA,NA
semblance anvil,1,NA,NA
send to sleep,NA,NA,TRUE
sengir vampire,4,NA,NA
senseless rage,NA,NA,TRUE
sensory deprivation,NA,NA,TRUE
sentinel of the eternal watch,1,NA,NA
sentinel sliver,1,NA,NA
sentinel spider,NA,NA,TRUE
sentinels of glen elendra,NA,NA,TRUE
sentry of the underworld,NA,NA,TRUE
separatist voidmage,NA,NA,TRUE
sepulchral primordial,1,NA,NA
seraph of dawn,3,NA,NA
seraph of the masses,3,NA,NA
seraph of the sword,1,NA,NA
seraph sanctuary,1,NA,NA
serene master,1,NA,NA
serene remembrance,2,NA,NA
serene steward,1,NA,NA
serra angel,4,NA,NA
serra avatar,1,NA,NA
serra's blessing,1,NA,NA
serra's hymn,NA,NA,TRUE
serra's sanctum,0,NA,NA
servant of nefarox,3,NA,NA
servant of the conduit,1,NA,NA
servant of the scale,4,NA,NA
servant of tymaret,3,1,NA
set adrift,1,NA,NA
setessan battle priest,NA,NA,TRUE
setessan griffin,NA,NA,TRUE
setessan oathsworn,NA,2,TRUE
setessan starbreaker,NA,1,TRUE
setessan tactics,1,NA,NA
seton's desire,1,NA,NA
severed legion,NA,NA,TRUE
sewer shambler,NA,NA,TRUE
shade's form,1,NA,NA
shadow glider,0,NA,NA
shadowborn apostle,5,NA,NA
shadowborn demon,1,NA,NA
shadowcloak vampire,NA,NA,TRUE
shadows of the past,2,NA,NA
shaman of forgotten ways,1,NA,NA
shaman of spring,5,NA,NA
shaman of the pack,2,NA,NA
shamanic revelation,2,NA,NA
shamble back,2,NA,NA
shambleshark,4,NA,NA
shambling attendants,NA,NA,TRUE
shambling ghoul,NA,NA,TRUE
shambling goblin,NA,NA,TRUE
shambling remains,1,NA,NA
shambling shell,2,NA,NA
shanodin dryads,2,NA,NA
shape the sands,4,NA,NA
shaper parasite,2,NA,NA
shard of broken glass,NA,NA,TRUE
shared discovery,1,NA,NA
sharpened pitchfork,3,NA,NA
shatter,7,NA,NA
shattering blow,2,NA,NA
shatterskull recruit,NA,NA,TRUE
shed weakness,NA,NA,TRUE
sheer drop,2,NA,NA
sheltered aerie,4,NA,NA
sheltering word,2,NA,NA
shield bearer,1,NA,NA
shield wall,NA,NA,TRUE
shielded passage,NA,NA,TRUE
shieldhide dragon,2,NA,NA
shieldmage elder,NA,NA,TRUE
shimmer myr,1,NA,NA
shimmering grotto,2,NA,NA
shipbreaker kraken,2,NA,NA
shipwreck moray,1,NA,NA
shipwreck singer,3,NA,NA
shivan dragon,1,NA,NA
shivan reef,3,NA,NA
shiv's embrace,2,NA,NA
shock,4,NA,NA
shock troops,1,NA,NA
shockmaw dragon,4,NA,NA
shoreline raider,NA,NA,TRUE
shoreline ranger,NA,NA,TRUE
shoulder to shoulder,2,NA,NA
show of valor,NA,NA,TRUE
shower of coals,NA,NA,TRUE
showstopper,2,NA,NA
shrapnel blast,3,NA,NA
shredding winds,NA,NA,TRUE
shrewd hatchling,2,NA,NA
shriek of dread,NA,NA,TRUE
shriekgeist,3,NA,NA
shrieking affliction,2,NA,NA
shrike harpy,NA,NA,TRUE
shrine of boundless growth,NA,NA,TRUE
shrine of the forsaken gods,2,NA,NA
shrivel,2,NA,NA
sibsig host,NA,NA,TRUE
sibsig icebreakers,NA,NA,TRUE
sibsig muckdraggers,NA,NA,TRUE
sickle ripper,NA,NA,TRUE
"sidisi, brood tyrant",3,NA,NA
sidisi's faithful,4,NA,NA
sidisi's pet,NA,NA,TRUE
siege behemoth,1,NA,NA
siege dragon,2,NA,NA
siege mastodon,NA,NA,TRUE
siege wurm,1,NA,NA
siegecraft,NA,NA,TRUE
sifter of skulls,1,NA,NA
"sigarda, heron's grace",1,NA,NA
sight beyond sight,1,NA,NA
sight of the scalelords,1,NA,NA
sightless brawler,NA,NA,TRUE
sightless ghoul,0,NA,TRUE
sigil blessing,2,NA,NA
sigil of the empty throne,3,NA,NA
sigil of valor,1,NA,NA
sigiled skink,NA,NA,TRUE
sigiled starfish,4,1,NA
sign in blood,1,NA,NA
signal the clans,2,NA,NA
silburlind snapper,NA,NA,TRUE
silence the believers,1,NA,NA
silent artisan,NA,NA,TRUE
silent departure,4,NA,NA
silent observer,NA,NA,TRUE
silent sentinel,1,1,NA
silent skimmer,NA,NA,TRUE
silent specter,1,NA,NA
silkenfist order,NA,NA,TRUE
silklash spider,1,NA,NA
silkwing scout,1,NA,NA
silkwrap,1,NA,NA
silumgar assassin,1,NA,NA
silumgar butcher,NA,NA,TRUE
silumgar monument,3,NA,NA
silumgar sorcerer,2,NA,NA
silumgar spell-eater,2,NA,NA
"silumgar, the drifting death",2,NA,NA
silumgar's command,1,NA,NA
silumgar's scorn,1,NA,NA
silver drake,NA,NA,TRUE
silver knight,2,NA,NA
silver myr,1,NA,NA
silverchase fox,1,NA,NA
silverclaw griffin,NA,NA,TRUE
silvercoat lion,NA,NA,TRUE
silverfur partisan,1,NA,NA
silver-inlaid dagger,1,NA,NA
simic charm,2,NA,NA
simic cluestone,4,NA,NA
simic fluxmage,2,NA,NA
simic growth chamber,1,NA,NA
simic guildgate,29,NA,NA
simic initiate,1,NA,NA
simic keyrune,2,NA,NA
simic manipulator,1,NA,NA
simic ragworm,1,NA,NA
simic signet,1,NA,NA
simic sky swallower,1,NA,NA
simplify,1,NA,NA
sin collector,5,NA,NA
sin prodder,1,NA,NA
singe,NA,NA,TRUE
singing bell strike,2,NA,NA
sinister concoction,0,NA,NA
sinister possession,NA,NA,TRUE
sip of hemlock,NA,NA,TRUE
sire of insanity,2,NA,NA
siren of the fanged coast,3,NA,NA
siren of the silent song,1,NA,NA
siren song lyre,NA,NA,TRUE
sisters of the flame,1,NA,NA
skaab goliath,3,NA,NA
skarrg goliath,1,NA,NA
skarrg guildmage,1,NA,NA
"skarrg, the rage pits",1,NA,NA
skarrgan skybreaker,NA,NA,TRUE
skeletal crocodile,NA,NA,TRUE
skeleton key,2,NA,NA
skin invasion,NA,NA,TRUE
skinthinner,NA,NA,TRUE
skirge familiar,1,NA,NA
skirsdag cultist,NA,NA,TRUE
skirsdag flayer,3,NA,NA
skitterskin,NA,NA,TRUE
skull rend,4,NA,NA
skullclamp,1,NA,NA
skulltap,1,NA,NA
sky diamond,0,NA,NA
sky scourer,NA,NA,TRUE
sky skiff,1,NA,NA
skybind,2,NA,NA
skyblinder staff,4,NA,NA
skyhunter skirmisher,1,NA,NA
skyknight legionnaire,2,NA,NA
skylasher,1,NA,NA
skyline cascade,7,NA,NA
skyline predator,NA,NA,TRUE
skymark roc,2,NA,NA
skyraker giant,NA,NA,TRUE
skyreaping,3,NA,NA
skyrider elf,3,NA,NA
skyscribing,1,NA,NA
skyshroud claim,3,NA,NA
skyshroud falcon,NA,NA,TRUE
skysnare spider,NA,NA,TRUE
skyspear cavalry,NA,NA,TRUE
skywing aven,NA,NA,TRUE
skywise teachings,1,NA,NA
slagstorm,1,NA,NA
slagwurm armor,2,NA,NA
slaughter drone,NA,NA,TRUE
slaughterhorn,2,NA,NA
slay,NA,NA,TRUE
slayer of the wicked,NA,NA,TRUE
slayer's plate,2,NA,NA
slayers' stronghold,1,NA,NA
sleep,0,NA,NA
sleep paralysis,NA,NA,TRUE
sleight of hand,1,NA,NA
slice and dice,1,NA,NA
slice in twain,1,NA,NA
slime molding,1,NA,NA
slingbow trap,NA,NA,TRUE
slip through space,0,NA,NA
slippery karst,2,NA,NA
slithermuse,1,NA,NA
sliver construct,0,NA,TRUE
sliver hive,1,NA,NA
sliver hivelord,1,NA,NA
sluiceway scorpion,3,NA,NA
slum reaper,3,NA,TRUE
slumbering dragon,1,NA,NA
smash to smithereens,6,NA,NA
smelt,4,NA,NA
smelt-ward gatekeepers,4,NA,NA
smite,4,NA,NA
smite the monstrous,5,NA,NA
smoke,1,NA,NA
smoke teller,NA,NA,TRUE
smokebraider,1,NA,NA
smoldering crater,1,NA,NA
smoldering efreet,NA,NA,TRUE
smoldering marsh,1,NA,NA
snake of the golden grove,NA,NA,TRUE
snap,1,NA,NA
snapping gnarlid,NA,NA,TRUE
snarling undorak,NA,NA,TRUE
sneaky homunculus,NA,NA,TRUE
snowhorn rider,NA,NA,TRUE
soaring seacliff,1,NA,NA
sol ring,0,NA,NA
solemn offering,5,NA,NA
solemn simulacrum,1,NA,NA
solidarity,2,NA,NA
solidarity of heroes,4,NA,NA
solitary hunter,NA,NA,TRUE
somberwald alpha,2,NA,NA
somberwald dryad,NA,NA,TRUE
somberwald stag,1,NA,NA
somberwald vigilante,NA,NA,TRUE
sonic seizure,NA,NA,TRUE
"sorin, grim nemesis",1,NA,NA
soul barrier,2,NA,NA
soul manipulation,1,NA,NA
soul of new phyrexia,1,NA,NA
soul of ravnica,1,NA,NA
soul of the harvest,0,NA,NA
soul of theros,1,NA,NA
soul of zendikar,4,NA,NA
soul parry,NA,NA,TRUE
soul ransom,1,NA,NA
soul seizer,1,NA,NA
soul summons,3,NA,NA
soul swallower,1,NA,NA
soul tithe,3,NA,NA
soul warden,5,NA,NA
soulcage fiend,3,NA,NA
soulcatchers' aerie,1,NA,NA
soulmender,4,NA,NA
soulsworn jury,1,NA,NA
soulsworn spirit,1,NA,NA
sovereigns of lost alara,1,NA,NA
spare from evil,2,NA,NA
spark jolt,4,NA,NA
spark of creativity,1,NA,NA
spark spray,NA,NA,TRUE
sparkmage's gambit,NA,NA,TRUE
sparksmith,1,NA,NA
spawn of rix maadi,3,NA,NA
spawn of thraxes,3,NA,NA
spawnbinder mage,NA,NA,TRUE
spawning grounds,0,NA,NA
spear of heliod,2,NA,NA
spearpoint oread,4,NA,NA
species gorger,4,NA,NA
specter's shroud,1,NA,NA
spectra ward,2,NA,NA
spectral procession,3,NA,NA
spectral rider,NA,NA,TRUE
spectral shepherd,2,NA,NA
spell blast,3,NA,NA
spell rupture,1,NA,NA
spell shrivel,4,NA,NA
spellbound dragon,1,NA,NA
spellbreaker behemoth,2,NA,NA
spellgorger barbarian,NA,NA,TRUE
spellheart chimera,3,NA,NA
sphere of reason,NA,NA,TRUE
sphere of safety,2,NA,NA
sphinx of jwar isle,2,NA,NA
sphinx of magosi,2,NA,NA
sphinx of the final word,2,NA,NA
sphinx of uthuun,0,NA,NA
sphinx's disciple,4,NA,NA
sphinx's tutelage,0,NA,NA
spidersilk net,3,NA,NA
spiderwig boggart,NA,NA,TRUE
spidery grasp,NA,NA,TRUE
spike jester,4,NA,NA
spiked baloth,NA,NA,TRUE
spiketail hatchling,1,NA,NA
spine of ish sah,1,NA,NA
spined wurm,NA,NA,TRUE
spinning darkness,NA,NA,TRUE
spire golem,1,NA,NA
spire tracer,3,NA,NA
spirespine,2,NA,NA
spirit bonds,1,NA,NA
spirit of the labyrinth,1,NA,NA
spiritual asylum,1,NA,NA
spite of mogis,5,NA,NA
spitebellows,1,NA,NA
spiteful blow,NA,NA,TRUE
spiteful motives,NA,NA,TRUE
spiteful returned,NA,NA,TRUE
spiteful shadows,NA,NA,TRUE
spiteful visions,1,NA,NA
spitting earth,1,NA,NA
spitting gourna,NA,NA,TRUE
splatter thug,4,NA,NA
splendid agony,NA,NA,TRUE
spore frog,1,NA,NA
sporemound,4,NA,NA
spreading seas,2,NA,NA
springleaf drum,0,NA,NA
sprinting warbrute,NA,NA,TRUE
sprite noble,1,NA,NA
sprouting vines,1,NA,NA
spurnmage advocate,1,NA,NA
spy network,1,NA,NA
squelch,0,NA,NA
squelching leeches,2,NA,NA
squirrel nest,1,NA,NA
stab wound,4,NA,NA
staff of nin,0,NA,NA
staff of the death magus,4,NA,NA
staff of the flame magus,4,NA,NA
staff of the mind magus,3,1,NA
staff of the sun magus,4,NA,NA
staff of the wild magus,4,NA,NA
stain the mind,1,NA,NA
stalking drone,NA,NA,TRUE
stallion of ashmouth,1,NA,TRUE
stalwart aven,NA,NA,TRUE
stampede,NA,NA,TRUE
stampeding elk herd,4,NA,NA
standing troops,NA,NA,TRUE
starfall,NA,NA,TRUE
starlight invoker,NA,NA,TRUE
starlit sanctum,1,NA,NA
starstorm,1,NA,NA
start your engines,1,NA,NA
stasis snare,1,NA,NA
statute of denial,4,NA,NA
staunch-hearted warrior,NA,NA,TRUE
steal artifact,3,NA,NA
stealer of secrets,2,NA,NA
steam augury,4,NA,NA
steel hellkite,1,NA,NA
steel leaf paladin,NA,NA,TRUE
steel wall,0,NA,TRUE
steelform sliver,2,NA,NA
steeple roc,NA,NA,TRUE
stensia bloodhall,1,NA,NA
stensia masquerade,3,NA,NA
steppe glider,NA,NA,TRUE
stern constable,NA,NA,TRUE
stern mentor,2,NA,NA
stitched drake,1,NA,NA
stitched mangler,NA,NA,TRUE
stitcher geralf,2,NA,NA
stitchwing skaab,1,NA,NA
stoic builder,3,NA,NA
stoic rebuttal,1,NA,NA
stoke the flames,2,NA,NA
stolen identity,2,NA,NA
stone giant,NA,NA,TRUE
stone haven medic,NA,NA,TRUE
stone kavu,NA,NA,TRUE
stone quarry,1,NA,NA
stone rain,4,NA,NA
stonefare crocodile,NA,NA,TRUE
stoneforge acolyte,1,NA,NA
stoneforge masterwork,1,NA,NA
stonefury,NA,NA,TRUE
stonehorn chanter,NA,NA,TRUE
stone-seeder hierophant,1,NA,NA
stoneshock giant,3,NA,NA
stonewise fortifier,NA,NA,TRUE
stormbound geist,2,NA,NA
stormcaller of keranos,3,NA,NA
stormchaser chimera,3,NA,NA
stormcrag elemental,NA,NA,TRUE
stormrider rig,1,NA,NA
stormrider spirit,NA,NA,TRUE
stormscape familiar,1,NA,NA
stormsurge kraken,1,NA,NA
stormtide leviathan,2,NA,NA
stormwing dragon,3,NA,NA
strangleroot geist,1,NA,NA
strangling soot,NA,NA,TRUE
strategic planning,1,NA,NA
stratus dancer,1,NA,NA
stratus walk,NA,NA,TRUE
stream of life,2,NA,NA
street spasm,1,NA,NA
street sweeper,NA,NA,TRUE
streetbreaker wurm,NA,NA,TRUE
strength from the fallen,4,NA,NA
strength of arms,3,NA,TRUE
strength of night,NA,NA,TRUE
striking sliver,1,NA,NA
stroke of genius,0,NA,NA
stromkirk captain,2,NA,NA
stromkirk mentor,NA,NA,TRUE
strongarm monk,1,NA,NA
stronghold discipline,NA,NA,TRUE
stronghold machinist,1,NA,NA
structural distortion,3,NA,NA
stubborn denial,1,NA,NA
student of ojutai,4,NA,NA
stun,1,NA,NA
stymied hopes,4,NA,NA
submerged boneyard,1,NA,NA
subterranean scout,NA,NA,TRUE
sudden disappearance,1,1,NA
sudden storm,0,NA,TRUE
sulfuric vortex,1,NA,NA
sulfurous springs,1,NA,NA
sultai banner,2,NA,NA
sultai charm,1,NA,NA
sultai emissary,NA,NA,TRUE
sultai flayer,3,NA,NA
sultai runemark,NA,NA,TRUE
sultai scavenger,3,NA,NA
sultai skullkeeper,NA,NA,TRUE
sultai soothsayer,2,NA,NA
summary dismissal,1,NA,NA
summer bloom,2,NA,NA
summit prowler,NA,NA,TRUE
summoner's bane,0,NA,NA
summoning trap,1,NA,NA
sun droplet,1,NA,NA
sunblade elf,NA,NA,TRUE
sunbond,4,NA,NA
sundering vitae,1,NA,NA
sungrace pegasus,NA,NA,TRUE
sunhome enforcer,2,NA,NA
sunhome guildmage,1,NA,NA
sunken city,1,NA,NA
sunken hope,1,NA,NA
sunlance,2,NA,NA
sunscape familiar,1,NA,NA
sunscorch regent,1,NA,NA
sunscorched desert,1,NA,NA
sunspear shikari,1,NA,NA
sunspire gatekeepers,4,NA,NA
sunspire griffin,NA,NA,TRUE
suntail hawk,NA,NA,TRUE
suppression bonds,1,NA,NA
sure strike,3,NA,NA
surge of righteousness,NA,NA,TRUE
"surrak, the hunt caller",2,NA,NA
surrakar banisher,NA,NA,TRUE
survey the wreckage,2,NA,NA
surveyor's scope,3,NA,NA
survive the night,NA,NA,TRUE
suspension field,1,1,NA
suture priest,1,NA,NA
swan song,1,NA,NA
swans of bryn argoll,1,NA,NA
swarm of bloodflies,2,NA,NA
swarm surge,NA,NA,TRUE
swarmborn giant,NA,NA,TRUE
swat,NA,NA,TRUE
sweep away,2,NA,NA
swell of courage,NA,NA,TRUE
swell of growth,4,NA,NA
swelter,NA,NA,TRUE
swift justice,NA,NA,TRUE
swift kick,NA,NA,TRUE
swift reckoning,2,NA,NA
swift warkite,3,NA,NA
swiftfoot boots,4,NA,NA
swiftwater cliffs,9,NA,NA
swirling sandstorm,NA,NA,TRUE
switcheroo,3,NA,NA
swooping talon,NA,NA,TRUE
sword of the animist,2,NA,NA
swords to plowshares,1,NA,NA
swordwise centaur,NA,NA,TRUE
sylvan messenger,3,NA,NA
sylvan offering,1,NA,NA
sylvan primordial,2,NA,NA
sylvan ranger,1,NA,NA
sylvan safekeeper,1,NA,NA
sylvan scrying,3,NA,NA
symbiosis,NA,NA,TRUE
syndic of tithes,2,NA,NA
syndicate enforcer,1,NA,NA
syphon sliver,1,NA,NA
tablet of the guilds,1,NA,NA
taigam's scheming,4,NA,NA
taigam's strike,NA,NA,TRUE
tail slash,4,NA,NA
tainted field,1,NA,NA
tainted isle,1,NA,NA
tainted wood,1,NA,NA
"tajic, blade of the legion",2,NA,NA
taj-nar swordsmith,1,NA,NA
tajuru beastmaster,NA,NA,TRUE
tajuru pathwarden,NA,NA,TRUE
tajuru stalwart,NA,NA,TRUE
tajuru warcaller,2,NA,NA
take into custody,1,NA,NA
take up arms,4,NA,NA
talas scout,NA,NA,TRUE
talent of the telepath,1,NA,NA
talon of pain,1,NA,NA
talons of falkenrath,NA,NA,TRUE
talrand's invocation,1,NA,NA
tamiyo's journal,1,NA,NA
tandem lookout,1,NA,NA
tandem tactics,NA,NA,TRUE
tapestry of the ages,2,NA,NA
tar snare,NA,NA,TRUE
tarpan,NA,NA,TRUE
"tasigur, the golden fang",1,NA,NA
tasigur's cruelty,3,NA,NA
task force,NA,NA,TRUE
tattermunge witch,NA,NA,TRUE
tears of rage,1,NA,NA
tears of valakut,2,NA,NA
tectonic edge,2,NA,NA
"teferi, temporal archmage",1,NA,NA
teferi's puzzle box,2,NA,NA
telepathy,1,NA,NA
tel-jilad outrider,NA,NA,TRUE
telling time,0,NA,NA
temple bell,0,NA,NA
temple garden,1,NA,NA
temple of abandon,3,NA,NA
temple of deceit,1,NA,NA
temple of epiphany,1,NA,NA
temple of malady,3,NA,NA
temple of mystery,1,NA,NA
temple of plenty,1,NA,NA
temple of silence,1,NA,NA
temple of the false god,6,NA,NA
temple of triumph,1,NA,NA
temporal cascade,1,NA,NA
temporal fissure,3,NA,NA
temporal trespass,1,NA,NA
tempt with discovery,1,NA,NA
tempt with immortality,1,NA,NA
tempt with reflections,1,NA,NA
temur ascendancy,2,NA,NA
temur banner,4,NA,NA
temur battle rage,3,NA,NA
temur charger,NA,NA,TRUE
temur charm,2,NA,NA
temur runemark,4,NA,NA
temur sabertooth,2,NA,NA
temur war shaman,1,NA,NA
tenacious dead,2,NA,NA
tenacity,NA,NA,TRUE
tenement crasher,NA,NA,TRUE
terastodon,2,NA,NA
terminate,1,NA,NA
teroh's faithful,NA,NA,TRUE
terra ravager,2,NA,NA
terra stomper,2,NA,NA
terrain generator,0,NA,NA
terramorphic expanse,0,NA,NA
terrifying presence,1,NA,NA
territorial baloth,2,NA,NA
territorial roc,NA,NA,TRUE
terror,1,NA,NA
terror of the fairgrounds,NA,NA,TRUE
terrus wurm,NA,NA,TRUE
tethmos high priest,NA,NA,TRUE
tetravus,0,NA,TRUE
"teysa, envoy of ghosts",1,NA,NA
tezzeret the seeker,1,NA,NA
"thada adel, acquisitor",0,NA,NA
"thalia, guardian of thraben",1,NA,NA
"thassa, god of the sea",0,NA,NA
thassa's bounty,4,NA,NA
thassa's devourer,3,NA,NA
thassa's emissary,2,NA,NA
thassa's ire,2,NA,NA
thassa's rebuff,3,NA,NA
thatcher revolt,4,NA,NA
the brute,NA,NA,TRUE
the gitrog monster,1,1,NA
the great aurora,2,NA,NA
the wretched,NA,NA,TRUE
thespian's stage,2,NA,NA
thicket basilisk,NA,NA,TRUE
thief of hope,1,NA,NA
thopter assembly,2,NA,NA
thopter engineer,1,NA,NA
thopter foundry,1,NA,NA
thopter spy network,2,NA,NA
thorn elemental,1,NA,NA
thornbow archer,NA,NA,TRUE
thornhide wolves,NA,NA,TRUE
thornscape familiar,4,NA,NA
thornweald archer,1,NA,NA
thornwood falls,10,NA,NA
thought harvester,2,NA,NA
thought nibbler,NA,NA,TRUE
thought reflection,1,NA,NA
thought scour,3,NA,NA
thought vessel,2,NA,NA
thoughtflare,1,NA,NA
thoughtrender lamia,3,NA,NA
thousand winds,1,NA,NA
thousand-year elixir,1,NA,NA
thraben doomsayer,1,NA,NA
thraben gargoyle,NA,NA,TRUE
thraben heretic,3,NA,NA
thraben inspector,0,NA,NA
thraben purebloods,NA,NA,TRUE
thraben sentry,NA,NA,TRUE
thraben valiant,NA,NA,TRUE
thragtusk,1,NA,NA
thrashing mossdog,NA,NA,TRUE
thraximundar,1,NA,NA
thrill-kill assassin,1,NA,NA
"thriss, nantuko primus",1,NA,NA
thriving grubs,NA,NA,TRUE
thriving rhino,NA,NA,TRUE
thriving turtle,1,NA,TRUE
throne of bone,NA,NA,TRUE
throttle,NA,NA,TRUE
throwing knife,NA,NA,TRUE
thrull parasite,3,NA,NA
thunder brute,NA,NA,TRUE
thunder strike,1,NA,NA
thunderbreak regent,1,NA,NA
thunderclap,NA,NA,TRUE
thunderclap wyvern,4,NA,NA
thundering giant,NA,NA,TRUE
thundering tanadon,1,NA,NA
thunderous might,2,NA,NA
thunderscape apprentice,NA,NA,TRUE
thunderscape familiar,1,NA,NA
thundersong trumpeter,2,NA,NA
"tibalt, the fiend-blooded",1,NA,NA
tidal surge,NA,NA,TRUE
tide drifter,4,NA,NA
tidebinder mage,3,NA,NA
tidehollow sculler,1,NA,NA
tidehollow strix,1,NA,NA
tiger claws,NA,NA,TRUE
tightening coils,NA,NA,TRUE
tilling treefolk,2,NA,NA
timberland guide,NA,NA,TRUE
timberland ruins,1,NA,NA
timberpack wolf,5,NA,NA
timberwatch elf,2,NA,NA
time ebb,3,NA,NA
time of need,1,NA,NA
time reversal,0,NA,NA
time stop,2,NA,NA
time to feed,4,NA,NA
time to reflect,NA,NA,TRUE
timely hordemate,NA,NA,TRUE
tireless missionaries,NA,NA,TRUE
titan of eternal fire,2,NA,NA
titania's chosen,1,NA,NA
titanic growth,9,NA,NA
titan's presence,1,NA,NA
titan's strength,4,NA,NA
tithe drinker,2,NA,NA
toil // trouble,4,NA,NA
tomb of the spirit dragon,3,NA,NA
tome scour,5,NA,NA
"tomorrow, azami's familiar",1,NA,NA
tooth collector,NA,NA,TRUE
topan freeblade,NA,NA,TRUE
topplegeist,NA,NA,TRUE
torch fiend,7,NA,NA
torch gauntlet,NA,NA,TRUE
tormented hero,4,NA,NA
tormented thoughts,4,NA,NA
tormenting voice,6,NA,NA
tormentor's trident,NA,NA,TRUE
tormod's crypt,4,NA,NA
tornado elemental,1,NA,NA
torrent of fire,NA,NA,TRUE
torrent of souls,1,NA,NA
totally lost,NA,1,TRUE
totem-guide hartebeest,2,NA,NA
touch of moonglove,NA,NA,TRUE
touch of the void,1,NA,NA
tower defense,1,NA,NA
tower drake,NA,NA,TRUE
tower gargoyle,1,NA,NA
tower geist,4,NA,NA
tower of fortunes,0,NA,NA
towering indrik,NA,NA,TRUE
towering thunderfist,NA,NA,TRUE
town gossipmonger,NA,NA,TRUE
tracker's instincts,1,NA,NA
trade secrets,0,NA,NA
trading post,2,NA,NA
tragic poet,1,NA,NA
tragic slip,2,NA,NA
trail of evidence,0,NA,NA
trail of mystery,1,NA,NA
trained caracal,NA,NA,TRUE
trained condor,NA,NA,TRUE
trained orgg,NA,NA,TRUE
training grounds,1,NA,NA
trait doctoring,1,NA,NA
traitorous instinct,4,NA,NA
tranquil cove,7,NA,NA
tranquil expanse,2,NA,NA
tranquil thicket,4,NA,NA
tranquility,1,NA,NA
transgress the mind,1,NA,NA
transguild promenade,5,NA,NA
transluminant,NA,NA,TRUE
trap digger,NA,NA,TRUE
trap essence,1,NA,NA
trap runner,NA,NA,TRUE
traumatize,2,NA,NA
travel preparations,1,NA,NA
traveler's amulet,4,NA,NA
traveling philosopher,NA,NA,TRUE
treacherous pit-dweller,1,NA,NA
tread upon,NA,NA,TRUE
treasure cruise,1,NA,NA
treasure hunt,2,NA,NA
treasure mage,1,NA,NA
treasured find,1,NA,NA
treasury thrull,NA,1,NA
treetop scout,2,NA,NA
tremor,NA,NA,TRUE
trenching steed,NA,NA,TRUE
trestle troll,4,NA,NA
treva's ruins,1,NA,NA
tribal flames,1,NA,NA
tribal forcemage,1,NA,NA
tribute to hunger,2,NA,NA
trickery charm,2,NA,NA
tricks of the trade,2,NA,NA
triclopean sight,1,NA,NA
trinket mage,2,NA,NA
triplicate spirits,5,NA,NA
triskaidekaphobia,1,NA,NA
triton fortune hunter,3,1,NA
triton shorestalker,NA,NA,TRUE
triton shorethief,NA,NA,TRUE
triumph of the hordes,1,NA,NA
trollhide,3,NA,NA
tromokratis,1,NA,NA
trostani's judgment,4,NA,NA
trostani's summoner,4,1,NA
true believer,1,NA,NA
true-faith censer,NA,NA,TRUE
truefire paladin,1,NA,NA
trueheart twins,NA,NA,TRUE
trumpet blast,4,NA,NA
trusted forcemage,NA,NA,TRUE
trusty companion,NA,NA,TRUE
trygon predator,1,NA,NA
tsunami,1,NA,NA
tukatongue thallid,2,NA,NA
tundra wolves,NA,NA,TRUE
tunneling geopede,3,NA,NA
turn // burn,4,NA,NA
turn against,2,NA,NA
turn to dust,NA,NA,TRUE
turn to frog,7,NA,NA
turn to slag,3,NA,NA
turnabout,1,NA,NA
turtleshell changeling,1,NA,NA
tusked colossodon,1,NA,TRUE
tuskguard captain,2,NA,NA
twiddle,2,NA,NA
twilight drover,1,NA,NA
twin bolt,NA,NA,TRUE
twinflame,2,NA,NA
twins of maurer estate,NA,NA,TRUE
twisted justice,1,NA,NA
two-headed cerberus,4,NA,NA
typhoid rats,4,NA,NA
tyrannize,1,NA,NA
tyrant of discord,1,NA,NA
tyrant of valakut,1,NA,NA
ubul sar gatekeepers,4,NA,NA
"ugin, the spirit dragon",2,NA,NA
ugin's insight,1,NA,NA
ugin's nexus,1,NA,NA
ukud cobra,NA,NA,TRUE
"ulamog, the ceaseless hunger",0,NA,NA
ulamog's nullifier,3,NA,NA
ulamog's reclaimer,1,NA,NA
ulcerate,2,NA,NA
ulrich's kindred,1,NA,NA
ultimate price,0,NA,NA
ulvenwald bear,NA,NA,TRUE
ulvenwald hydra,1,NA,NA
ulvenwald mysteries,2,NA,NA
ulvenwald observer,1,NA,NA
ulvenwald tracker,1,NA,NA
umara entangler,NA,NA,TRUE
unbreathing horde,1,NA,NA
uncaged fury,1,NA,NA
uncovered clues,5,NA,NA
undead alchemist,1,NA,NA
